id_x,created,asset_id,distance,origin_latitude,origin_longitude,origin_time_stamp,origin_address,destination_latitude,destination_longitude,destination_time_stamp,destination_address,created_day,created_week,created_month,created_year,created_dayofweek,duration_seconds,average_speed,id_y,make,model,year,make_category
ZFChkNG,2023-02-21 09:45:55.204000+00:00,DfAX0iw,3630.4700000000003,-1.143707036972046,37.006385803222656,2023-02-21 09:45:51+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.125728964805603,37.00291061401367,2023-02-21 10:00:15+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Tuesday,8,2,2023,Weekday,864.0,15.126958333333334,DfAX0iw,TOYOTA COROLLA,,,medium
1f92DmR,2023-02-20 18:18:56.871000+00:00,DfAX0iw,400.30999999999995,-1.1432390213012695,37.00969314575195,2023-02-20 18:18:46+00:00,"Ruiru, Kiambu County, Kenya",-1.143744945526123,37.00642776489258,2023-02-20 18:21:15+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,149.0,9.671919463087246,DfAX0iw,TOYOTA COROLLA,,,medium
vkAZPbL,2023-02-20 17:35:53.173000+00:00,DfAX0iw,3060.5400000000013,-1.1250629425048828,37.003623962402344,2023-02-20 17:35:51+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",-1.1431900262832642,37.009891510009766,2023-02-20 17:51:14+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,923.0000000000001,11.937100758396538,DfAX0iw,TOYOTA COROLLA,,,medium
8WiyvN7,2023-02-20 17:00:44.946000+00:00,DfAX0iw,4106.27,-1.129768967628479,36.972843170166016,2023-02-20 17:00:41+00:00,"Ruiru, Kiambu County, Kenya",-1.1251369714736938,37.003536224365234,2023-02-20 17:18:03+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",Monday,8,2,2023,Weekday,1042.0,14.18672936660269,DfAX0iw,TOYOTA COROLLA,,,medium
Ytfja6E,2023-02-20 16:14:06.349000+00:00,DfAX0iw,532.1200000000001,-1.1289230585098267,36.975669860839844,2023-02-20 16:13:50+00:00,"Ruiru, Kiambu County, Kenya",-1.1297489404678345,36.97283935546875,2023-02-20 16:18:19+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,269.0,7.1213085501858755,DfAX0iw,TOYOTA COROLLA,,,medium
afMjeyc,2023-02-20 14:48:10.573000+00:00,DfAX0iw,16250.88000000001,-1.1463919878005981,37.070037841796875,2023-02-20 14:48:01+00:00,"Juja, Kiambu County, Kenya",-1.1291890144348145,36.975772857666016,2023-02-20 15:35:43+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,2862.0,20.44135849056605,DfAX0iw,TOYOTA COROLLA,,,medium
u02tsEF,2023-02-20 11:24:29.651000+00:00,DfAX0iw,16069.47999999999,-1.1291090250015259,36.975765228271484,2023-02-20 11:24:27+00:00,"Ruiru, Kiambu County, Kenya",-1.1465129852294922,37.06998062133789,2023-02-20 12:29:58+00:00,"Juja, Kiambu County, Kenya",Monday,8,2,2023,Weekday,3931.0000000000005,14.716389722716855,DfAX0iw,TOYOTA COROLLA,,,medium
bvuiSmP,2023-02-20 10:41:33.262000+00:00,DfAX0iw,1731.9799999999993,-1.127701997756958,36.96513748168945,2023-02-20 10:41:30+00:00,"Ruiru, Kiambu County, Kenya",-1.1291240453720093,36.97580337524414,2023-02-20 11:00:52+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,1162.0,5.365858864027537,DfAX0iw,TOYOTA COROLLA,,,medium
0JXmlDR,2023-02-20 09:59:41.370000+00:00,DfAX0iw,2112.6600000000003,-1.129186987876892,36.97576141357422,2023-02-20 09:59:37+00:00,"Ruiru, Kiambu County, Kenya",-1.127884030342102,36.96486282348633,2023-02-20 10:22:27+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,1370.0,5.551515328467155,DfAX0iw,TOYOTA COROLLA,,,medium
G5G9WD7,2023-02-20 09:05:27.699000+00:00,DfAX0iw,3473.109999999999,-1.1449309587478638,36.98957061767578,2023-02-20 09:05:21+00:00,"Ruiru, Kiambu County, Kenya",-1.1294020414352417,36.97536849975586,2023-02-20 09:24:43+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,1162.0,10.760065404475041,DfAX0iw,TOYOTA COROLLA,,,medium
FiaBM3b,2023-02-20 08:21:59.269000+00:00,DfAX0iw,2986.7700000000013,-1.1413530111312866,37.00918960571289,2023-02-20 08:21:55+00:00,"Murera Road, Ruiru, Kiambu County, Kenya",-1.1453789472579956,36.98908615112305,2023-02-20 08:54:36+00:00,"Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,1961.0000000000002,5.4831065782763915,DfAX0iw,TOYOTA COROLLA,,,medium
inU8vAx,2023-02-20 07:56:45.495000+00:00,DfAX0iw,894.09,-1.1437079906463623,37.00639343261719,2023-02-20 07:56:36+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.141332983970642,37.00918960571289,2023-02-20 08:03:04+00:00,"Murera Road, Ruiru, Kiambu County, Kenya",Monday,8,2,2023,Weekday,388.0,8.295680412371134,DfAX0iw,TOYOTA COROLLA,,,medium
wv2jl3o,2023-02-19 18:56:27.101000+00:00,DfAX0iw,619.16,-1.1463489532470703,37.008934020996094,2023-02-19 18:56:24+00:00,"Ruiru, Kiambu County, Kenya",-1.143707036972046,37.00639343261719,2023-02-19 19:02:22+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Sunday,7,2,2023,Weekend,358.0,6.226189944134078,DfAX0iw,TOYOTA COROLLA,,,medium
JTAAxRw,2023-02-19 16:13:17.991000+00:00,DfAX0iw,1553.1499999999999,-1.1429229974746704,37.019161224365234,2023-02-19 16:13:16+00:00,"Mama Maina Building, Leo Ln, Ruiru, Kenya",-1.1463450193405151,37.009010314941406,2023-02-19 16:23:41+00:00,"Ruiru, Kiambu County, Kenya",Sunday,7,2,2023,Weekend,625.0,8.946143999999999,DfAX0iw,TOYOTA COROLLA,,,medium
ic4AUq1,2023-02-19 15:21:31.150000+00:00,DfAX0iw,1868.5799999999995,-1.143738031387329,37.00639343261719,2023-02-19 15:21:27+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1429870128631592,37.019100189208984,2023-02-19 15:34:21+00:00,"Mama Maina Building, Leo Ln, Ruiru, Kenya",Sunday,7,2,2023,Weekend,774.0,8.691069767441858,DfAX0iw,TOYOTA COROLLA,,,medium
nLONfIA,2023-02-18 20:28:22.059000+00:00,DfAX0iw,3409.92,-1.144489049911499,36.99018859863281,2023-02-18 20:28:16+00:00,"Ruiru, Kiambu County, Kenya",-1.1436790227890015,37.00640106201172,2023-02-18 20:58:07+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,1791.0,6.854110552763819,DfAX0iw,TOYOTA COROLLA,,,medium
5eyz0BU,2023-02-18 20:05:30.811000+00:00,DfAX0iw,3324.3899999999994,-1.1296149492263794,36.972389221191406,2023-02-18 20:05:26+00:00,"Ruiru, Kiambu County, Kenya",-1.1444979906082153,36.99019241333008,2023-02-18 20:16:51+00:00,"Ruiru, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,685.0,17.471246715328466,DfAX0iw,TOYOTA COROLLA,,,medium
8mGNIjy,2023-02-18 15:16:59.630000+00:00,DfAX0iw,9942.28000000001,-1.1292550563812256,36.97585678100586,2023-02-18 15:16:56+00:00,"Ruiru, Kiambu County, Kenya",-1.1296379566192627,36.9722785949707,2023-02-18 16:37:12+00:00,"Ruiru, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,4816.0,7.431936877076419,DfAX0iw,TOYOTA COROLLA,,,medium
YcjASBn,2023-02-18 14:18:33.054000+00:00,DfAX0iw,10511.59,-1.1257569789886475,37.0028190612793,2023-02-18 14:18:29+00:00,"Kenyatta Road, Kenyatta Road, Kenya",-1.1292760372161865,36.97580337524414,2023-02-18 15:02:34+00:00,"Ruiru, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,2645.0,14.30688998109641,DfAX0iw,TOYOTA COROLLA,,,medium
WwgKPvu,2023-02-18 12:12:38.911000+00:00,DfAX0iw,3019.3199999999993,-1.1040090322494507,37.01797866821289,2023-02-18 12:12:33+00:00,"A2, Juja, Kiambu County, Kenya",-1.1258339881896973,37.002769470214844,2023-02-18 12:20:00+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,447.0,24.31667114093959,DfAX0iw,TOYOTA COROLLA,,,medium
bp4T11q,2023-02-18 09:51:51.795000+00:00,DfAX0iw,8928.449999999995,-1.1462479829788208,36.98948287963867,2023-02-18 09:51:47+00:00,"Ruiru, Kiambu County, Kenya",-1.1039420366287231,37.017967224121094,2023-02-18 10:18:06+00:00,"A2, Juja, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,1579.0,20.356187460417978,DfAX0iw,TOYOTA COROLLA,,,medium
mygZ8F6,2023-02-18 09:05:29.851000+00:00,DfAX0iw,2151.0899999999997,-1.1437079906463623,37.00639724731445,2023-02-18 09:05:27+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1464940309524536,36.98979568481445,2023-02-18 09:21:21+00:00,"Ruiru, Kiambu County, Kenya",Saturday,7,2,2023,Weekend,954.0000000000001,8.117320754716978,DfAX0iw,TOYOTA COROLLA,,,medium
5cSKoCa,2023-02-17 18:14:04.237000+00:00,DfAX0iw,8669.159999999998,-1.1296030282974243,36.972190856933594,2023-02-17 18:14:01+00:00,"Ruiru, Kiambu County, Kenya",-1.1437009572982788,37.00648880004883,2023-02-17 19:29:58+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Friday,7,2,2023,Weekday,4557.0,6.848579328505594,DfAX0iw,TOYOTA COROLLA,,,medium
eZFIeZj,2023-02-17 15:08:53.754000+00:00,DfAX0iw,3572.84,-1.1438239812850952,36.99557876586914,2023-02-17 15:08:39+00:00,"Ruiru, Kiambu County, Kenya",-1.129621982574463,36.972206115722656,2023-02-17 15:30:29+00:00,"Ruiru, Kiambu County, Kenya",Friday,7,2,2023,Weekday,1310.0,9.818491603053435,DfAX0iw,TOYOTA COROLLA,,,medium
106K7AH,2023-02-17 14:16:56.407000+00:00,DfAX0iw,2226.1100000000006,-1.1436289548873901,37.006431579589844,2023-02-17 14:16:52+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1438779830932617,36.9955940246582,2023-02-17 14:53:51+00:00,"Ruiru, Kiambu County, Kenya",Friday,7,2,2023,Weekday,2219.0,3.611534925642182,DfAX0iw,TOYOTA COROLLA,,,medium
Oyr3HVq,2023-02-17 02:48:38.747000+00:00,DfAX0iw,471.46000000000004,-1.1423330307006836,37.00897216796875,2023-02-17 02:48:30+00:00,"Ruiru, Kiambu County, Kenya",-1.1437770128250122,37.00675964355469,2023-02-17 02:50:29+00:00,"Ruiru, Kiambu County, Kenya",Friday,7,2,2023,Weekday,119.00000000000001,14.262655462184874,DfAX0iw,TOYOTA COROLLA,,,medium
uIlKALz,2023-02-16 18:15:12.254000+00:00,DfAX0iw,9099.63,-1.1325099468231201,36.97466278076172,2023-02-16 18:15:07+00:00,"Embu - Nairobi Highway, Ruiru, Kiambu County, Kenya",-1.143784999847412,37.006553649902344,2023-02-16 19:09:14+00:00,"Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,3247.0,10.08890298737296,DfAX0iw,TOYOTA COROLLA,,,medium
Gp0LsYQ,2023-02-16 16:57:11.672000+00:00,DfAX0iw,609.26,-1.129776954650879,36.9724235534668,2023-02-16 16:57:07+00:00,"Ruiru, Kiambu County, Kenya",-1.132552981376648,36.974639892578125,2023-02-16 17:10:26+00:00,"Kimbo, Ruiru, Kenya",Thursday,7,2,2023,Weekday,799.0,2.745101376720901,DfAX0iw,TOYOTA COROLLA,,,medium
dWFRZbF,2023-02-16 14:47:30.521000+00:00,DfAX0iw,2761.110000000001,-1.148013949394226,36.96070861816406,2023-02-16 14:47:27+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",-1.1296809911727905,36.97218322753906,2023-02-16 15:06:19+00:00,"Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,1132.0,8.780915194346294,DfAX0iw,TOYOTA COROLLA,,,medium
yGNddkp,2023-02-16 13:02:22.392000+00:00,DfAX0iw,1239.38,-1.1475449800491333,36.95158767700195,2023-02-16 13:02:17+00:00,"Ruiru, Kiambu County, Kenya",-1.148008942604065,36.96067428588867,2023-02-16 13:07:15+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,298.0,14.972375838926176,DfAX0iw,TOYOTA COROLLA,,,medium
mDDjjWl,2023-02-16 12:39:11.462000+00:00,DfAX0iw,3707.3699999999994,-1.1330900192260742,36.97356033325195,2023-02-16 12:39:08+00:00,"Embu - Nairobi Highway, Ruiru, Kiambu County, Kenya",-1.147500991821289,36.951751708984375,2023-02-16 12:48:34+00:00,"Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,566.0,23.580445229681978,DfAX0iw,TOYOTA COROLLA,,,medium
gP1hqvz,2023-02-16 11:55:35.582000+00:00,DfAX0iw,3340.1899999999996,-1.1586240530014038,36.95863723754883,2023-02-16 11:55:32+00:00,"Thika Road, Ruiru, Kiambu County, Kenya",-1.1331160068511963,36.97347640991211,2023-02-16 12:03:28+00:00,"Embu - Nairobi Highway, Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,476.00000000000006,25.261941176470582,DfAX0iw,TOYOTA COROLLA,,,medium
W2AUNO5,2023-02-16 10:02:00.262000+00:00,DfAX0iw,11257.070000000005,-1.1067479848861694,36.94048309326172,2023-02-16 10:01:49+00:00,"Ruiru, Kiambu County, Kenya",-1.1585420370101929,36.95864486694336,2023-02-16 10:36:34+00:00,"Thika Road, Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,2085.0,19.43666762589929,DfAX0iw,TOYOTA COROLLA,,,medium
Fxp2bD5,2023-02-16 09:13:51.261000+00:00,DfAX0iw,6774.110000000004,-1.1478780508041382,36.960723876953125,2023-02-16 09:13:43+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",-1.1067179441452026,36.94058609008789,2023-02-16 09:30:06+00:00,"Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,983.0000000000001,24.808541200406932,DfAX0iw,TOYOTA COROLLA,,,medium
qTOlneG,2023-02-16 07:49:02.726000+00:00,DfAX0iw,1250.26,-1.1474659442901611,36.95174789428711,2023-02-16 07:48:55+00:00,"Ruiru, Kiambu County, Kenya",-1.1479769945144653,36.960716247558594,2023-02-16 08:12:15+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,1400.0,3.2149542857142857,DfAX0iw,TOYOTA COROLLA,,,medium
hZUUwES,2023-02-16 07:28:38.379000+00:00,DfAX0iw,2340.5600000000004,-1.150967001914978,36.938148498535156,2023-02-16 07:28:35+00:00,"Ruiru Kamiti Road,Next to shell Petrol Station, Ruiru, Kenya",-1.1474800109863281,36.951839447021484,2023-02-16 07:38:01+00:00,"Ruiru, Kiambu County, Kenya",Thursday,7,2,2023,Weekday,566.0,14.886954063604243,DfAX0iw,TOYOTA COROLLA,,,medium
vS7Ng1L,2023-02-16 06:16:46.734000+00:00,DfAX0iw,12001.220000000001,-1.155434012413025,36.925838470458984,2023-02-16 06:16:33+00:00,"Round About Eastern Bypass, Ruiru, Kenya",-1.150987982749939,36.93810272216797,2023-02-16 07:12:48+00:00,"Ruiru Kamiti Road,Next to shell Petrol Station, Ruiru, Kenya",Thursday,7,2,2023,Weekday,3375.0,12.801301333333335,DfAX0iw,TOYOTA COROLLA,,,medium
ctEfMve,2023-02-16 05:14:23.950000+00:00,DfAX0iw,18726.500000000015,-1.1436949968338013,37.006412506103516,2023-02-16 05:14:19+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1555229425430298,36.92577362060547,2023-02-16 06:04:28+00:00,"Round About Eastern Bypass, Ruiru, Kenya",Thursday,7,2,2023,Weekday,3009.0,22.404586241276192,DfAX0iw,TOYOTA COROLLA,,,medium
CEpUznQ,2023-02-15 16:20:59.777000+00:00,DfAX0iw,12336.510000000002,-1.147217035293579,36.960243225097656,2023-02-15 16:20:56+00:00,"C65, Ruiru, Kiambu County, Kenya",-1.1436959505081177,37.0064582824707,2023-02-15 17:31:57+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Wednesday,7,2,2023,Weekday,4261.0,10.422773057967614,DfAX0iw,TOYOTA COROLLA,,,medium
b4dMI6T,2023-02-15 15:28:31.955000+00:00,DfAX0iw,3180.14,-1.1294469833374023,36.972206115722656,2023-02-15 15:28:19+00:00,"Ruiru, Kiambu County, Kenya",-1.147320032119751,36.96015930175781,2023-02-15 15:44:42+00:00,"C65, Ruiru, Kiambu County, Kenya",Wednesday,7,2,2023,Weekday,983.0000000000001,11.64649440488301,DfAX0iw,TOYOTA COROLLA,,,medium
ff0bxVM,2023-02-15 14:03:19.765000+00:00,DfAX0iw,3160.44,-1.1464799642562866,36.98971939086914,2023-02-15 14:03:16+00:00,"Ruiru, Kiambu County, Kenya",-1.1296600103378296,36.97217559814453,2023-02-15 14:16:41+00:00,"Ruiru, Kiambu County, Kenya",Wednesday,7,2,2023,Weekday,805.0,14.133644720496894,DfAX0iw,TOYOTA COROLLA,,,medium
U1aLGBz,2023-02-15 13:30:18.567000+00:00,DfAX0iw,2564.4600000000014,-1.1426559686660767,37.00601577758789,2023-02-15 13:30:16+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.146509051322937,36.989688873291016,2023-02-15 13:44:10+00:00,"Ruiru, Kiambu County, Kenya",Wednesday,7,2,2023,Weekday,834.0,11.069611510791372,DfAX0iw,TOYOTA COROLLA,,,medium
L7F9HAc,2023-02-15 12:53:40.244000+00:00,DfAX0iw,495.2800000000001,-1.1436729431152344,37.00642776489258,2023-02-15 12:53:38+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1429020166397095,37.00611114501953,2023-02-15 12:57:06+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Wednesday,7,2,2023,Weekday,208.0,8.572153846153848,DfAX0iw,TOYOTA COROLLA,,,medium
6MyoRff,2023-02-13 16:22:32.547000+00:00,DfAX0iw,3928.890000000001,-1.1255320310592651,37.003047943115234,2023-02-13 16:22:29+00:00,"Kenyatta Road, Kenyatta Road, Kenya",-1.1436840295791626,37.0064811706543,2023-02-13 16:44:53+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1344.0,10.523812500000002,DfAX0iw,TOYOTA COROLLA,,,medium
dmPG1ni,2023-02-13 15:34:35.540000+00:00,DfAX0iw,6129.579999999998,-1.1479790210723877,36.96127700805664,2023-02-13 15:34:33+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",-1.1258070468902588,37.00274658203125,2023-02-13 16:06:42+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1929.0000000000002,11.439340590979777,DfAX0iw,TOYOTA COROLLA,,,medium
fCXUeB3,2023-02-13 14:03:20.170000+00:00,DfAX0iw,7172.91,-1.1270970106124878,37.002418518066406,2023-02-13 14:03:16+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",-1.1479870080947876,36.9613151550293,2023-02-13 14:23:37+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1221.0,21.148628992628993,DfAX0iw,TOYOTA COROLLA,,,medium
Kb1bJHd,2023-02-13 11:43:59.381000+00:00,DfAX0iw,1968.6299999999992,-1.1222560405731201,37.00691223144531,2023-02-13 11:43:54+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",-1.127068042755127,37.00251388549805,2023-02-13 12:12:12+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1698.0,4.173773851590104,DfAX0iw,TOYOTA COROLLA,,,medium
ENN3ynM,2023-02-13 10:14:22.245000+00:00,DfAX0iw,653.95,-1.1259249448776245,37.00288391113281,2023-02-13 10:14:19+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",-1.122217059135437,37.006893157958984,2023-02-13 10:27:47+00:00,"Kwa Maua, Kalimoni, Kenya",Monday,7,2,2023,Weekday,808.0,2.9136386138613863,DfAX0iw,TOYOTA COROLLA,,,medium
Q5L4tYF,2023-02-13 08:29:46.103000+00:00,DfAX0iw,3044.870000000001,-1.1412780284881592,37.00924301147461,2023-02-13 08:29:43+00:00,"Murera Road, Ruiru, Kiambu County, Kenya",-1.126142978668213,37.00242233276367,2023-02-13 08:46:36+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1013.0000000000001,10.820860809476804,DfAX0iw,TOYOTA COROLLA,,,medium
s7MoXKj,2023-02-13 07:54:48.349000+00:00,DfAX0iw,2683.36,-1.143725037574768,37.00640106201172,2023-02-13 07:54:46+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1412620544433594,37.009403228759766,2023-02-13 08:15:07+00:00,"Murera Road, Ruiru, Kiambu County, Kenya",Monday,7,2,2023,Weekday,1221.0,7.911626535626536,DfAX0iw,TOYOTA COROLLA,,,medium
dQOZVXM,2023-02-12 16:30:25.364000+00:00,DfAX0iw,7983.509999999997,-1.1324490308761597,36.97455978393555,2023-02-12 16:30:18+00:00,"Kimbo, Ruiru, Kenya",-1.1437150239944458,37.006500244140625,2023-02-12 17:09:41+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Sunday,6,2,2023,Weekend,2363.0,12.162774439272107,DfAX0iw,TOYOTA COROLLA,,,medium
nyGikiB,2023-02-12 16:03:55.423000+00:00,DfAX0iw,633.1,-1.1332470178604126,36.97038650512695,2023-02-12 16:03:53+00:00,"Mugutha, Kiambu County, Kenya",-1.1324080228805542,36.97462463378906,2023-02-12 16:11:20+00:00,"Embu - Nairobi Highway, Ruiru, Kiambu County, Kenya",Sunday,6,2,2023,Weekend,447.0,5.098791946308725,DfAX0iw,TOYOTA COROLLA,,,medium
goaIBGu,2023-02-12 15:11:53.822000+00:00,DfAX0iw,569.6999999999999,-1.1296730041503906,36.97229766845703,2023-02-12 15:11:49+00:00,"Ruiru, Kiambu County, Kenya",-1.133316993713379,36.970279693603516,2023-02-12 15:29:12+00:00,"Mugutha, Kiambu County, Kenya",Sunday,6,2,2023,Weekend,1043.0,1.9663662511984656,DfAX0iw,TOYOTA COROLLA,,,medium
PtO0zpb,2023-02-12 12:56:43.219000+00:00,DfAX0iw,11554.479999999996,-1.1434910297393799,37.0062255859375,2023-02-12 12:56:41+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.1297160387039185,36.97231674194336,2023-02-12 13:55:59+00:00,"Ruiru, Kiambu County, Kenya",Sunday,6,2,2023,Weekend,3558.0,11.690873524451936,DfAX0iw,TOYOTA COROLLA,,,medium
SDfRJg5,2023-02-12 07:16:29.631000+00:00,DfAX0iw,4640.189999999998,-1.1436710357666016,37.00635528564453,2023-02-12 07:16:25+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",-1.143841028213501,37.006412506103516,2023-02-12 07:55:38+00:00,"Ruiru, Kiambu County, Kenya",Sunday,6,2,2023,Weekend,2353.0,7.099313217169567,DfAX0iw,TOYOTA COROLLA,,,medium
gtbECVW,2023-02-11 22:50:26.094000+00:00,DfAX0iw,7523.190000000005,-1.1484860181808472,36.95896530151367,2023-02-11 22:50:24+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",-1.1437139511108398,37.006385803222656,2023-02-11 23:24:39+00:00,"Juda Road, Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,2055.0,13.179310948905119,DfAX0iw,TOYOTA COROLLA,,,medium
DQxbQwu,2023-02-11 22:19:48.041000+00:00,DfAX0iw,6856.379999999998,-1.1532429456710815,36.919776916503906,2023-02-11 22:19:45+00:00,"Eastern By Pass, Ruiru, Kiambu County, Kenya",-1.1484650373458862,36.958892822265625,2023-02-11 22:30:40+00:00,"Ruiru Kamiti Road, Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,655.0,37.68392061068702,DfAX0iw,TOYOTA COROLLA,,,medium
uog9NRp,2023-02-11 20:29:53.275000+00:00,DfAX0iw,7947.540000000002,-1.1299140453338623,36.97236633300781,2023-02-11 20:29:49+00:00,"Ruiru, Kiambu County, Kenya",-1.1533490419387817,36.919681549072266,2023-02-11 20:51:10+00:00,"Eastern By Pass, Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,1281.0,22.33500702576113,DfAX0iw,TOYOTA COROLLA,,,medium
HgULesc,2023-02-11 18:05:13.277000+00:00,DfAX0iw,764.6,-1.1290719509124756,36.975704193115234,2023-02-11 18:05:08+00:00,"Ruiru, Kiambu County, Kenya",-1.1297520399093628,36.972373962402344,2023-02-11 18:10:06+00:00,"Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,298.0,9.236778523489933,DfAX0iw,TOYOTA COROLLA,,,medium
knZEVll,2023-02-11 17:46:33.622000+00:00,DfAX0iw,795.33,-1.129647970199585,36.97222137451172,2023-02-11 17:46:29+00:00,"Ruiru, Kiambu County, Kenya",-1.129127025604248,36.97577667236328,2023-02-11 17:50:27+00:00,"Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,238.00000000000003,12.030201680672269,DfAX0iw,TOYOTA COROLLA,,,medium
NWdZiWZ,2023-02-11 15:35:46.425000+00:00,DfAX0iw,4305.879999999997,-1.1263940334320068,37.004478454589844,2023-02-11 15:35:38+00:00,"Kenyatta Road, Juja, Kiambu County, Kenya",-1.1296839714050293,36.9722785949707,2023-02-11 16:06:25+00:00,"Ruiru, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,1847.0000000000002,8.392619382782884,DfAX0iw,TOYOTA COROLLA,,,medium
6tSHF9t,2023-02-11 15:07:23.207000+00:00,DfAX0iw,770.1000000000001,-1.1229579448699951,37.006038665771484,2023-02-11 15:07:20+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",-1.126404047012329,37.0044059753418,2023-02-11 15:13:47+00:00,"Kenyatta Road, Juja, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,387.0,7.16372093023256,DfAX0iw,TOYOTA COROLLA,,,medium
VOKRdCc,2023-02-11 13:52:43.040000+00:00,DfAX0iw,2539.929999999999,-1.1041159629821777,37.01792526245117,2023-02-11 13:52:40+00:00,"A2, Juja, Kiambu County, Kenya",-1.1228549480438232,37.006168365478516,2023-02-11 14:02:36+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,596.0,15.34185906040268,DfAX0iw,TOYOTA COROLLA,,,medium
vRgyOf5,2023-02-11 12:25:50.571000+00:00,DfAX0iw,6908.549999999999,-1.1296290159225464,36.97233963012695,2023-02-11 12:25:45+00:00,"Ruiru, Kiambu County, Kenya",-1.104045033454895,37.01793670654297,2023-02-11 12:38:10+00:00,"A2, Juja, Kiambu County, Kenya",Saturday,6,2,2023,Weekend,745.0,33.38359731543624,DfAX0iw,TOYOTA COROLLA,,,medium
